"","X","Site","Station","Parametre","DtHechanti","Valeur","Methode"
"201",45908,"Bassin Chézine BO3","BO3_01","V",2018-11-06 23:40:00,4.0696,"ICP-MS 2017/20xx-1"
"202",45909,"Bassin Chézine BO3","BO3_01","Ti",2018-11-06 23:40:00,87.7368,"ICP-MS 2017/20xx-1"
"203",45910,"Bassin Chézine BO3","BO3_01","Sr",2018-11-06 23:40:00,24.7802,"ICP-MS 2017/20xx-1"
"204",45912,"Bassin Chézine BO3","BO3_01","Pb",2018-11-06 23:40:00,2.5838,"ICP-MS 2017/20xx-1"
"205",45914,"Bassin Chézine BO3","BO3_01","Ni",2018-11-06 23:40:00,7.1171,"ICP-MS 2017/20xx-1"
"206",45916,"Bassin Chézine BO3","BO3_01","Mo",2018-11-06 23:40:00,1.6105,"ICP-MS 2017/20xx-1"
"207",45921,"Bassin Chézine BO3","BO3_01","Cu",2018-11-06 23:40:00,13.2886,"ICP-MS 2017/20xx-1"
"208",45922,"Bassin Chézine BO3","BO3_01","Cr",2018-11-06 23:40:00,4.7976,"ICP-MS 2017/20xx-1"
"209",45923,"Bassin Chézine BO3","BO3_01","Co",2018-11-06 23:40:00,0.9696,"ICP-MS 2017/20xx-1"
"210",45924,"Bassin Chézine BO3","BO3_01","Cd",2018-11-06 23:40:00,0.0583,"ICP-MS 2017/20xx-1"
"211",45927,"Bassin Chézine BO3","BO3_01","As",2018-11-06 23:40:00,6.6008,"ICP-MS 2017/20xx-1"
"212",45929,"Bassin Chézine BO3","BO3_03","Zn",2018-11-07 02:30:00,50.2,"ICP-MS 2017/20xx-1"
"213",45931,"Bassin Chézine BO3","BO3_03","As",2018-11-07 02:30:00,7.5429,"ICP-MS 2017/20xx-1"
"214",45933,"Bassin Chézine BO3","BO3_03","V",2018-11-07 02:30:00,4.1102,"ICP-MS 2017/20xx-1"
"215",45935,"Bassin Chézine BO3","BO3_03","Cu",2018-11-07 02:30:00,10.4442,"ICP-MS 2017/20xx-1"
"216",45937,"Bassin Chézine BO3","BO3_03","Ti",2018-11-07 02:30:00,106.5188,"ICP-MS 2017/20xx-1"
"217",45940,"Bassin Chézine BO3","BO3_03","Sr",2018-11-07 02:30:00,30.1048,"ICP-MS 2017/20xx-1"
"218",45942,"Bassin Chézine BO3","BO3_03","Cr",2018-11-07 02:30:00,4.0016,"ICP-MS 2017/20xx-1"
"219",45948,"Bassin Chézine BO3","BO3_03","Pb",2018-11-07 02:30:00,1.7778,"ICP-MS 2017/20xx-1"
"220",45950,"Bassin Chézine BO3","BO3_03","Co",2018-11-07 02:30:00,1.2665,"ICP-MS 2017/20xx-1"
