"","Parametre","Station","Site","count"
"1962","Ca_f3kDa","Puits 7 / PDM_0022","Prairie de Mauves",6
"1963","Ca_f3kDa","PZ1 / PDM_0001","Prairie de Mauves",3
"1964","Ca_f3kDa","PZ2 / PDM_0002","Prairie de Mauves",3
"1965","Ca_f3kDa","PZ4 / PDM_0004","Prairie de Mauves",3
"1966","Ca_f3kDa","PZ5 / PDM_0005","Prairie de Mauves",6
"1967","Ca_f3kDa","PZ6 / PDM_0006","Prairie de Mauves",6
"1968","Ca_f3kDa","PZ7 / PDM_0007","Prairie de Mauves",5
"1969","Ca_f3kDa","PZ8 / PDM_0008","Prairie de Mauves",4
"1970","Ca_f8um","Etang 1 / PDM_0067","Prairie de Mauves",2
"1971","Ca_f8um","La Loire / PDM_0066","Prairie de Mauves",4
"1972","Ca_f8um","Puits 2 / PDM_0017","Prairie de Mauves",6
"1973","Ca_f8um","Puits 4 / PDM_0019","Prairie de Mauves",7
"1974","Ca_f8um","Puits 5 / PDM_0020","Prairie de Mauves",7
"1975","Ca_f8um","Puits 7 / PDM_0022","Prairie de Mauves",8
"1976","Ca_f8um","PZ1 / PDM_0001","Prairie de Mauves",3
"1977","Ca_f8um","PZ2 / PDM_0002","Prairie de Mauves",4
"1978","Ca_f8um","PZ4 / PDM_0004","Prairie de Mauves",3
"1979","Ca_f8um","PZ5 / PDM_0005","Prairie de Mauves",9
"1980","Ca_f8um","PZ6 / PDM_0006","Prairie de Mauves",8
"1981","Ca_f8um","PZ7 / PDM_0007","Prairie de Mauves",7
"1982","Ca_f8um","PZ8 / PDM_0008","Prairie de Mauves",6
"1983","Ca_F8um","Etang 1 / PDM_0067","Prairie de Mauves",2
"1984","Ca_F8um","La Loire / PDM_0066","Prairie de Mauves",4
"1985","Ca_F8um","Puits 2 / PDM_0017","Prairie de Mauves",6
"1986","Ca_F8um","Puits 4 / PDM_0019","Prairie de Mauves",6
"1987","Ca_F8um","Puits 5 / PDM_0020","Prairie de Mauves",7
"1988","Ca_F8um","Puits 7 / PDM_0022","Prairie de Mauves",8
"1989","Ca_F8um","PZ1 / PDM_0001","Prairie de Mauves",3
"1990","Ca_F8um","PZ2 / PDM_0002","Prairie de Mauves",4
"1991","Ca_F8um","PZ4 / PDM_0004","Prairie de Mauves",3
"1992","Ca_F8um","PZ5 / PDM_0005","Prairie de Mauves",8
"1993","Ca_F8um","PZ6 / PDM_0006","Prairie de Mauves",8
"1994","Ca_F8um","PZ7 / PDM_0007","Prairie de Mauves",6
"1995","Ca_F8um","PZ8 / PDM_0008","Prairie de Mauves",6
"1996","Ca_sol","Bassin Agena / AN_008","Agglomération Nantaise",6
"1997","Ca_sol","Bassin Baudinière / AN_005","Agglomération Nantaise",6
"1998","Ca_sol","Bassin Bottière Sud / EcoQUA_013","Écoquartier Bottière-Chesnaie",4
"1999","Ca_sol","Bassin Mortier / AN_002","Agglomération Nantaise",6
"2000","Ca_sol","Bassin Pierre Anne / AN_001","Agglomération Nantaise",4
"2001","Ca_sol","Bassin Scott / AN_007","Agglomération Nantaise",10
"2002","Ca_sol","Bassin ZAC Minais / AN_003","Agglomération Nantaise",4
"2003","Ca_sol","BO3 - entrée / BO3_01","Bassin Chézine BO3",4
"2004","Ca_sol","BO3 - milieu / BO3_02","Bassin Chézine BO3",18
"2005","Ca_sol","BO3 - sortie / BO3_03","Bassin Chézine BO3",4
"2006","Ca_sol","BO4 - Bassin d'orage n4 / CHEZ_0010","BV Chézine",4
"2007","Ca_sol","C1 / PDM_0068","Prairie de Mauves",8
"2008","Ca_sol","C2 / PDM_0069","Prairie de Mauves",6
"2009","Ca_sol","C3 / PDM_0070","Prairie de Mauves",7
"2010","Ca_sol","F1 / PDM_0076","Prairie de Mauves",2
"2011","Ca_sol","F4 / PDM_0077","Prairie de Mauves",3
"2012","Ca_sol","F5 / PDM_0078","Prairie de Mauves",2
"2013","Ca_sol","F7 / PDM_0079","Prairie de Mauves",3
"2014","Ca_sol","Jardin Chaupières / JARD_CHAU","Agglomération Nantaise",11
"2015","Ca_sol","Noue Brosse entrée / NB_02","Noue ZAC de la Brosse",3
"2016","Ca_sol","Noue Brosse milieu / NB_03","Noue ZAC de la Brosse",7
"2017","Ca_sol","Noue Brosse sortie / NB_01","Noue ZAC de la Brosse",4
"2018","Ca_sol","Noue Chateau d'Aux / AN_004","Agglomération Nantaise",6
"2019","Ca_sol","Noue Vertonne / AN_006","Agglomération Nantaise",6
"2020","Ca_sol","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",2
"2021","Ca_sol","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",10
"2022","Ca_sol","Noue_Dumont_Milieu / EcoQUA_017","Écoquartier Bottière-Chesnaie",2
"2023","Ca_sol","Parcelle de Vallet / Autre_LEE_02","Autres sites LEE",14
"2024","Ca_sol","Puits 2 / PDM_0017","Prairie de Mauves",2
"2025","Ca_sol","PZ5 / PDM_0005","Prairie de Mauves",2
"2026","Ca_sol","PZ7 / PDM_0007","Prairie de Mauves",2
"2027","Ca_sol","PZ9bis / PDM_0009","Prairie de Mauves",2
"2028","Ca_sol","T1 / PDM_0071","Prairie de Mauves",3
"2029","Ca_sol","T2 / PDM_0072","Prairie de Mauves",3
"2030","Ca_sol","T3 / PDM_0073","Prairie de Mauves",4
"2031","Ca_sol","T4 / PDM_0074","Prairie de Mauves",4
"2032","Ca_sol","VaB entree / VaB_03","Bassin Ville au Blanc",5
"2033","Ca_sol","VaB milieu / VaB_05","Bassin Ville au Blanc",3
"2034","Ca_sol","VaB sortie / VaB_04","Bassin Ville au Blanc",5
"2035","CaCO3_sol","C1 / PDM_0068","Prairie de Mauves",8
"2036","CaCO3_sol","C2 / PDM_0069","Prairie de Mauves",6
"2037","CaCO3_sol","C3 / PDM_0070","Prairie de Mauves",7
"2038","CaCO3_sol","T1 / PDM_0071","Prairie de Mauves",3
"2039","CaCO3_sol","T2 / PDM_0072","Prairie de Mauves",3
"2040","CaCO3_sol","T3 / PDM_0073","Prairie de Mauves",4
"2041","CaCO3_sol","T4 / PDM_0074","Prairie de Mauves",4
"2042","CaCO3_sol","T5 / PDM_0075","Prairie de Mauves",1
"2043","Cadusafos","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"2044","Cadusafos","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"2045","Cadusafos","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"2046","Cadusafos","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"2047","Cadusafos","VaB entree / VaB_03","Bassin Ville au Blanc",4
"2048","Cadusafos","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"2049","Carbétamide","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"2050","Carbétamide","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"2051","Carbétamide","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"2052","Carbétamide","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"2053","Carbétamide","VaB entree / VaB_03","Bassin Ville au Blanc",4
"2054","Carbétamide","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"2055","Carbaryl","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"2056","Carbaryl","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"2057","Carbaryl","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"2058","Carbaryl","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"2059","Carbaryl","VaB entree / VaB_03","Bassin Ville au Blanc",4
"2060","Carbaryl","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"2061","Carbendazim solide","BO3 - entrée / BO3_01","Bassin Chézine BO3",2
"2062","Carbendazim solide","BO3 - milieu / BO3_02","Bassin Chézine BO3",2
"2063","Carbendazim solide","BO3 - sortie / BO3_03","Bassin Chézine BO3",2
"2064","Carbendazim solide","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",2
"2065","Carbendazim solide","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",2
"2066","Carbendazim solide","Noue_Dumont_Milieu / EcoQUA_017","Écoquartier Bottière-Chesnaie",2
"2067","Carbendazim solide","VaB entree / VaB_03","Bassin Ville au Blanc",2
"2068","Carbendazim solide","VaB milieu / VaB_05","Bassin Ville au Blanc",2
"2069","Carbendazim solide","VaB sortie / VaB_04","Bassin Ville au Blanc",2
"2070","Carbendazime","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"2071","Carbendazime","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"2072","Carbendazime","Canal / EcoQUA_004","Écoquartier Bottière-Chesnaie",1
"2073","Carbendazime","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"2074","Carbendazime","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"2075","Carbendazime","Ruisseau Amont / EcoQUA_002","Écoquartier Bottière-Chesnaie",1
"2076","Carbendazime","Ruisseau Aval / EcoQUA_003","Écoquartier Bottière-Chesnaie",1
"2077","Carbendazime","Toit école / EcoQUA_001","Écoquartier Bottière-Chesnaie",3
"2078","Carbendazime","Toiture Nantes Habitat / EcoQUA_005","Écoquartier Bottière-Chesnaie",1
"2079","Carbendazime","VaB entree / VaB_03","Bassin Ville au Blanc",4
"2080","Carbendazime","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"2081","Carbetamide solide","BO3 - entrée / BO3_01","Bassin Chézine BO3",2
"2082","Carbetamide solide","BO3 - milieu / BO3_02","Bassin Chézine BO3",2
"2083","Carbetamide solide","BO3 - sortie / BO3_03","Bassin Chézine BO3",2
"2084","Carbetamide solide","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",2
"2085","Carbetamide solide","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",2
"2086","Carbetamide solide","Noue_Dumont_Milieu / EcoQUA_017","Écoquartier Bottière-Chesnaie",2
"2087","Carbetamide solide","VaB entree / VaB_03","Bassin Ville au Blanc",2
"2088","Carbetamide solide","VaB milieu / VaB_05","Bassin Ville au Blanc",2
"2089","Carbetamide solide","VaB sortie / VaB_04","Bassin Ville au Blanc",2
"2090","Carbofuran","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"2091","Carbofuran","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"2092","Carbofuran","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"2093","Carbofuran","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"2094","Carbofuran","VaB entree / VaB_03","Bassin Ville au Blanc",4
"2095","Carbofuran","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"2096","Carbofuran 3-Hydroxy","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"2097","Carbofuran 3-Hydroxy","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"2098","Carbofuran 3-Hydroxy","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"2099","Carbofuran 3-Hydroxy","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"2100","Carbofuran 3-Hydroxy","VaB entree / VaB_03","Bassin Ville au Blanc",4
"2101","Carbofuran 3-Hydroxy","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"2102","Carbone inorganique dissous","La Loire / PDM_0066","Prairie de Mauves",1
"2103","Carbone inorganique dissous","Puits 2 / PDM_0017","Prairie de Mauves",6
"2104","Carbone inorganique dissous","Puits 4 / PDM_0019","Prairie de Mauves",1
"2105","Carbone inorganique dissous","Puits 5 / PDM_0020","Prairie de Mauves",1
"2106","Carbone inorganique dissous","Puits 6 / PDM_0021","Prairie de Mauves",2
"2107","Carbone inorganique dissous","Puits 7 / PDM_0022","Prairie de Mauves",1
"2108","Carbone inorganique dissous","PZ1 / PDM_0001","Prairie de Mauves",1
"2109","Carbone inorganique dissous","PZ11 / PDM_0080","Prairie de Mauves",3
"2110","Carbone inorganique dissous","PZ16 / PDM_0088","Prairie de Mauves",2
"2111","Carbone inorganique dissous","PZ4 / PDM_0004","Prairie de Mauves",1
"2112","Carbone inorganique dissous","PZ5 / PDM_0005","Prairie de Mauves",6
"2113","Carbone inorganique dissous","PZ5 Long / PDM_0086","Prairie de Mauves",2
"2114","Carbone inorganique dissous","PZ6 / PDM_0006","Prairie de Mauves",1
"2115","Carbone inorganique dissous","PZ7 / PDM_0007","Prairie de Mauves",7
"2116","Carbone inorganique dissous","PZ9bis / PDM_0009","Prairie de Mauves",7
"2117","Carbone inorganique total","La Loire / PDM_0066","Prairie de Mauves",1
"2118","Carbone inorganique total","Puits 2 / PDM_0017","Prairie de Mauves",6
"2119","Carbone inorganique total","Puits 4 / PDM_0019","Prairie de Mauves",1
"2120","Carbone inorganique total","Puits 5 / PDM_0020","Prairie de Mauves",1
"2121","Carbone inorganique total","Puits 6 / PDM_0021","Prairie de Mauves",2
"2122","Carbone inorganique total","Puits 7 / PDM_0022","Prairie de Mauves",1
"2123","Carbone inorganique total","PZ1 / PDM_0001","Prairie de Mauves",1
"2124","Carbone inorganique total","PZ11 / PDM_0080","Prairie de Mauves",3
"2125","Carbone inorganique total","PZ16 / PDM_0088","Prairie de Mauves",2
"2126","Carbone inorganique total","PZ4 / PDM_0004","Prairie de Mauves",1
"2127","Carbone inorganique total","PZ5 / PDM_0005","Prairie de Mauves",6
"2128","Carbone inorganique total","PZ5 Long / PDM_0086","Prairie de Mauves",2
"2129","Carbone inorganique total","PZ6 / PDM_0006","Prairie de Mauves",1
"2130","Carbone inorganique total","PZ7 / PDM_0007","Prairie de Mauves",7
"2131","Carbone inorganique total","PZ9bis / PDM_0009","Prairie de Mauves",7
"2132","Carbone organique dissous","Bassin Scott / AN_007","Agglomération Nantaise",1
"2133","Carbone organique dissous","BO3 - entrée / BO3_01","Bassin Chézine BO3",12
"2134","Carbone organique dissous","BO3 - sortie / BO3_03","Bassin Chézine BO3",12
"2135","Carbone organique dissous","Canal / EcoQUA_004","Écoquartier Bottière-Chesnaie",2
"2136","Carbone organique dissous","CENS à NANTES / 04146950","BV Cens",52
"2137","Carbone organique dissous","CHEZINE à NANTES / 04147350","BV Chézine",58
"2138","Carbone organique dissous","Etang 1 / PDM_0067","Prairie de Mauves",2
"2139","Carbone organique dissous","La Loire / PDM_0066","Prairie de Mauves",4
"2140","Carbone organique dissous","Noue après déversoir / EcoQUA_006","Écoquartier Bottière-Chesnaie",1
"2141","Carbone organique dissous","Noue Brosse entrée / NB_02","Noue ZAC de la Brosse",1
"2142","Carbone organique dissous","Noue Brosse sortie / NB_01","Noue ZAC de la Brosse",1
"2143","Carbone organique dissous","Noue Vertonne / AN_006","Agglomération Nantaise",1
"2144","Carbone organique dissous","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",9
"2145","Carbone organique dissous","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",10
"2146","Carbone organique dissous","Puits 2 / PDM_0017","Prairie de Mauves",13
"2147","Carbone organique dissous","Puits 4 / PDM_0019","Prairie de Mauves",7
"2148","Carbone organique dissous","Puits 5 / PDM_0020","Prairie de Mauves",7
"2149","Carbone organique dissous","Puits 6 / PDM_0021","Prairie de Mauves",4
"2150","Carbone organique dissous","Puits 7 / PDM_0022","Prairie de Mauves",8
"2151","Carbone organique dissous","PZ1 / PDM_0001","Prairie de Mauves",3
"2152","Carbone organique dissous","PZ11 / PDM_0080","Prairie de Mauves",6
"2153","Carbone organique dissous","PZ16 / PDM_0088","Prairie de Mauves",4
"2154","Carbone organique dissous","PZ2 / PDM_0002","Prairie de Mauves",4
"2155","Carbone organique dissous","PZ4 / PDM_0004","Prairie de Mauves",3
"2156","Carbone organique dissous","PZ5 / PDM_0005","Prairie de Mauves",17
"2157","Carbone organique dissous","PZ5 Long / PDM_0086","Prairie de Mauves",4
"2158","Carbone organique dissous","PZ6 / PDM_0006","Prairie de Mauves",8
"2159","Carbone organique dissous","PZ7 / PDM_0007","Prairie de Mauves",19
"2160","Carbone organique dissous","PZ8 / PDM_0008","Prairie de Mauves",6
"2161","Carbone organique dissous","PZ9bis / PDM_0009","Prairie de Mauves",11
"2162","Carbone organique dissous","Ruisseau Amont / EcoQUA_002","Écoquartier Bottière-Chesnaie",2
"2163","Carbone organique dissous","Ruisseau Aval / EcoQUA_003","Écoquartier Bottière-Chesnaie",2
"2164","Carbone organique dissous","Toit école / EcoQUA_001","Écoquartier Bottière-Chesnaie",4
"2165","Carbone organique dissous","Toiture Nantes Habitat / EcoQUA_005","Écoquartier Bottière-Chesnaie",2
"2166","Carbone organique dissous","VaB entree / VaB_03","Bassin Ville au Blanc",14
"2167","Carbone organique dissous","VaB milieu / VaB_05","Bassin Ville au Blanc",1
"2168","Carbone organique dissous","VaB sortie / VaB_04","Bassin Ville au Blanc",11
"2169","Carbone organique total","Bassin Scott / AN_007","Agglomération Nantaise",1
"2170","Carbone organique total","BO3 - entrée / BO3_01","Bassin Chézine BO3",12
"2171","Carbone organique total","BO3 - sortie / BO3_03","Bassin Chézine BO3",12
"2172","Carbone organique total","Canal / EcoQUA_004","Écoquartier Bottière-Chesnaie",2
"2173","Carbone organique total","Etang 1 / PDM_0067","Prairie de Mauves",1
"2174","Carbone organique total","La Loire / PDM_0066","Prairie de Mauves",4
"2175","Carbone organique total","Noue après déversoir / EcoQUA_006","Écoquartier Bottière-Chesnaie",1
"2176","Carbone organique total","Noue Brosse entrée / NB_02","Noue ZAC de la Brosse",1
"2177","Carbone organique total","Noue Brosse sortie / NB_01","Noue ZAC de la Brosse",1
"2178","Carbone organique total","Noue Vertonne / AN_006","Agglomération Nantaise",1
"2179","Carbone organique total","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",9
"2180","Carbone organique total","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",10
"2181","Carbone organique total","Puits 2 / PDM_0017","Prairie de Mauves",13
"2182","Carbone organique total","Puits 4 / PDM_0019","Prairie de Mauves",7
"2183","Carbone organique total","Puits 5 / PDM_0020","Prairie de Mauves",7
"2184","Carbone organique total","Puits 6 / PDM_0021","Prairie de Mauves",4
"2185","Carbone organique total","Puits 7 / PDM_0022","Prairie de Mauves",8
"2186","Carbone organique total","PZ1 / PDM_0001","Prairie de Mauves",3
"2187","Carbone organique total","PZ11 / PDM_0080","Prairie de Mauves",6
"2188","Carbone organique total","PZ16 / PDM_0088","Prairie de Mauves",4
"2189","Carbone organique total","PZ2 / PDM_0002","Prairie de Mauves",4
"2190","Carbone organique total","PZ4 / PDM_0004","Prairie de Mauves",3
"2191","Carbone organique total","PZ5 / PDM_0005","Prairie de Mauves",17
"2192","Carbone organique total","PZ5 Long / PDM_0086","Prairie de Mauves",4
"2193","Carbone organique total","PZ6 / PDM_0006","Prairie de Mauves",8
"2194","Carbone organique total","PZ7 / PDM_0007","Prairie de Mauves",18
"2195","Carbone organique total","PZ8 / PDM_0008","Prairie de Mauves",6
"2196","Carbone organique total","PZ9bis / PDM_0009","Prairie de Mauves",11
"2197","Carbone organique total","Ruisseau Amont / EcoQUA_002","Écoquartier Bottière-Chesnaie",2
"2198","Carbone organique total","Ruisseau Aval / EcoQUA_003","Écoquartier Bottière-Chesnaie",2
"2199","Carbone organique total","Toit école / EcoQUA_001","Écoquartier Bottière-Chesnaie",4
"2200","Carbone organique total","Toiture Nantes Habitat / EcoQUA_005","Écoquartier Bottière-Chesnaie",2
"2201","Carbone organique total","VaB entree / VaB_03","Bassin Ville au Blanc",14
"2202","Carbone organique total","VaB milieu / VaB_05","Bassin Ville au Blanc",1
"2203","Carbone organique total","VaB sortie / VaB_04","Bassin Ville au Blanc",11
"2204","Carbophénothion éthyl","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"2205","Carbophénothion éthyl","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"2206","Carbophénothion éthyl","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"2207","Carbophénothion éthyl","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"2208","Carbophénothion éthyl","VaB entree / VaB_03","Bassin Ville au Blanc",4
"2209","Carbophénothion éthyl","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"2210","Carboxine","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"2211","Carboxine","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"2212","Carboxine","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"2213","Carboxine","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"2214","Carboxine","VaB entree / VaB_03","Bassin Ville au Blanc",4
"2215","Carboxine","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"2216","Carfentrazone éthyl","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"2217","Carfentrazone éthyl","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"2218","Carfentrazone éthyl","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"2219","Carfentrazone éthyl","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"2220","Carfentrazone éthyl","VaB entree / VaB_03","Bassin Ville au Blanc",4
"2221","Carfentrazone éthyl","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"2222","Cd","Bassin Agena / AN_008","Agglomération Nantaise",2
"2223","Cd","Bassin Bottière Sud / EcoQUA_013","Écoquartier Bottière-Chesnaie",2
"2224","Cd","Bassin Maison Neuve 2 / AN_009","Agglomération Nantaise",2
"2225","Cd","Bassin Pierre Anne / AN_001","Agglomération Nantaise",2
"2226","Cd","Bassin Scott / AN_007","Agglomération Nantaise",1
"2227","Cd","Bassin ZAC Minais / AN_003","Agglomération Nantaise",2
"2228","Cd","BO3 - entrée / BO3_01","Bassin Chézine BO3",15
"2229","Cd","BO3 - sortie / BO3_03","Bassin Chézine BO3",13
"2230","Cd","Canal / EcoQUA_004","Écoquartier Bottière-Chesnaie",2
"2231","Cd","Etang 1 / PDM_0067","Prairie de Mauves",2
"2232","Cd","F_RTE / PDM_0065","Prairie de Mauves",1
"2233","Cd","La Loire / PDM_0066","Prairie de Mauves",5
"2234","Cd","Noue après déversoir / EcoQUA_006","Écoquartier Bottière-Chesnaie",1
"2235","Cd","Noue Brosse entrée / NB_02","Noue ZAC de la Brosse",1
"2236","Cd","Noue Brosse sortie / NB_01","Noue ZAC de la Brosse",1
"2237","Cd","Noue Vertonne / AN_006","Agglomération Nantaise",1
"2238","Cd","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",9
"2239","Cd","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",10
"2240","Cd","Puits 2 / PDM_0017","Prairie de Mauves",17
"2241","Cd","Puits 4 / PDM_0019","Prairie de Mauves",9
"2242","Cd","Puits 5 / PDM_0020","Prairie de Mauves",9
"2243","Cd","Puits 6 / PDM_0021","Prairie de Mauves",4
"2244","Cd","Puits 7 / PDM_0022","Prairie de Mauves",10
"2245","Cd","PZ1 / PDM_0001","Prairie de Mauves",20
"2246","Cd","PZ11 / PDM_0080","Prairie de Mauves",7
"2247","Cd","PZ16 / PDM_0088","Prairie de Mauves",4
"2248","Cd","PZ2 / PDM_0002","Prairie de Mauves",17
"2249","Cd","PZ4 / PDM_0004","Prairie de Mauves",20
"2250","Cd","PZ5 / PDM_0005","Prairie de Mauves",36
"2251","Cd","PZ5 Long / PDM_0086","Prairie de Mauves",4
"2252","Cd","PZ6 / PDM_0006","Prairie de Mauves",25
"2253","Cd","PZ7 / PDM_0007","Prairie de Mauves",21
"2254","Cd","PZ8 / PDM_0008","Prairie de Mauves",6
"2255","Cd","PZ9bis / PDM_0009","Prairie de Mauves",13
"2256","Cd","Ruisseau Amont / EcoQUA_002","Écoquartier Bottière-Chesnaie",2
"2257","Cd","Ruisseau Aval / EcoQUA_003","Écoquartier Bottière-Chesnaie",2
"2258","Cd","Toit école / EcoQUA_001","Écoquartier Bottière-Chesnaie",4
"2259","Cd","Toiture Nantes Habitat / EcoQUA_005","Écoquartier Bottière-Chesnaie",2
"2260","Cd","VaB entree / VaB_03","Bassin Ville au Blanc",16
"2261","Cd","VaB milieu / VaB_05","Bassin Ville au Blanc",1
"2262","Cd","VaB sortie / VaB_04","Bassin Ville au Blanc",13
"2263","Cd_CaCl2","Parcelle de Vallet / Autre_LEE_02","Autres sites LEE",28
"2264","Cd_f0.45um","Bassin Agena / AN_008","Agglomération Nantaise",2
"2265","Cd_f0.45um","Bassin Bottière Sud / EcoQUA_013","Écoquartier Bottière-Chesnaie",2
